°ÇÃà³âµµ,³â,¹ýÁ¤µ¿,º¸Áõ±Ý¾×,¿¬¸³´Ù¼¼´ë,¿ù,¿ù¼¼±Ý¾×,ÀÏ,Àü¿ë¸éÀû,Áö¹ø,Áö¿ªÄÚµå,Ãþ
1988,2015,È«Àºµ¿,"3,500",Å©·Î¹öºô¶ó-´Ùµ¿,2,15,24,41.1,277-202,11410,
1991,2015,È«Àºµ¿,"2,000",¹é¾çºô¶ó,2,40,25,37.14,294-17,11410,2
1993,2015,È«Àºµ¿,"1,000",Çö´ëºô¶ó(414-32),2,25,26,45.5,414-32,11410,-1
2014,2015,È«Àºµ¿,"13,000",»þ¸£¸Á¸ÞÁ¾,2,0,26,34.07,397-33,11410,5
2014,2015,È«Àºµ¿,"3,000",»þ¸£¸Á¸ÞÁ¾,2,60,28,34.07,397-33,11410,4
2013,2015,È«Àºµ¿,"12,000",¹Ý¼®ºô,2,0,28,42.4,415-72,11410,2
1994,2015,È«Àºµ¿,"19,000",ÃµÁö¸Ç¼Ç,2,0,28,107.07,265-318,11410,3
1992,2015,È«Àºµ¿,"10,000",È«ÀºÁÖÅÃ,2,0,28,66.04,265-141,11410,3
1994,2015,È«Àºµ¿,"8,000",¿¡µ§ºô¶ó,2,0,28,45.36,11-65,11410,3
1980,2015,ºÏ°¡ÁÂµ¿,"8,000",(338-4),2,0,4,60.5,338-4,11410,1
2008,2015,ºÏ°¡ÁÂµ¿,"15,000",ÀÌ¾È½¦¸£ºô,2,0,4,56.17,2-13,11410,2
2006,2015,ºÏ°¡ÁÂµ¿,"10,000",¸ð´øºô,2,40,5,59.78,74-160,11410,4
1990,2015,ºÏ°¡ÁÂµ¿,"16,000",À¯È­ºô¸®Áö,2,0,6,112.92,341-17,11410,2
1998,2015,ºÏ°¡ÁÂµ¿,300,(380-6),2,40,6,52.5,380-6,11410,2
2014,2015,ºÏ°¡ÁÂµ¿,"5,000",ºñÁÖ¾ó¾ÆÆ®ºô,2,39,7,39.74,312-30,11410,2
2008,2015,ºÏ°¡ÁÂµ¿,"14,000",³ëºí·¹½ººô,2,0,7,54.96,5-69,11410,2
2013,2015,ºÏ°¡ÁÂµ¿,"2,000",»õ¿ò ½º¸¶Æ®ºô,2,60,9,30.09,3-67,11410,3
2013,2015,ºÏ°¡ÁÂµ¿,"5,000",»þ·ÐÀÎÅÚ¸®¾È,2,100,10,34.73,340-35,11410,4
2003,2015,ºÏ°¡ÁÂµ¿,"3,000",Ãæ¿ì26Â÷(348-6),2,50,10,56.03,348-6,11410,5
2013,2015,ºÏ°¡ÁÂµ¿,"5,000",»þ·ÐÀÎÅÚ¸®¾È,2,100,10,34.73,340-35,11410,4
1993,2015,ºÏ°¡ÁÂµ¿,"2,000",Àº¼ººô¶ó(385-6),2,40,10,52.65,385-6,11410,
2006,2015,ºÏ°¡ÁÂµ¿,"8,000",½Å¾È¿ùµå,2,0,11,32.4,376-5,11410,2
2013,2015,ºÏ°¡ÁÂµ¿,"6,500",Ã¢¾Èºôµù,2,0,12,14.44,308-3,11410,6
2013,2015,ºÏ°¡ÁÂµ¿,"4,000",Ã¢¾Èºôµù,2,25,13,14.4,308-3,11410,6
2014,2015,ºÏ°¡ÁÂµ¿,"2,000",ÀÏ¿øºô¸®Áö,2,70,14,32.62,347-39,11410,4
2012,2015,ºÏ°¡ÁÂµ¿,"7,000",´ÙÀÎÇÏ¿ì½º(328-14),2,0,14,17.44,328-14,11410,4
2006,2015,ºÏ°¡ÁÂµ¿,"15,000",¿ìÃ¢ÆÄÅ©ºô,2,0,14,47.34,328-5,11410,2
2008,2015,ºÏ°¡ÁÂµ¿,"13,000",È­ÀÎºô¸®Áö2Â÷,2,0,14,74.04,3-87,11410,1
1991,2015,ºÏ°¡ÁÂµ¿,"9,000",(273-1),2,0,15,37.5,273-1,11410,3
1993,2015,ºÏ°¡ÁÂµ¿,"8,000",»ï¼ººô¶ó(Bµ¿),2,35,16,61.62,369-5,11410,3
2002,2015,ºÏ°¡ÁÂµ¿,"8,000",ÅÂ¼ºÇÏÀÌÃ÷ºô,2,0,17,46.56,285-7,11410,3
2013,2015,ºÏ°¡ÁÂµ¿,"6,500",Ã¢¾Èºôµù,2,0,17,14.63,308-3,11410,6
2008,2015,ºÏ°¡ÁÂµ¿,"14,000",È­ÀÎºô¸®Áö2Â÷,2,0,17,60.12,3-87,11410,1
1978,2015,ºÏ°¡ÁÂµ¿,"10,000",(5-204),2,0,17,45.79,5-204,11410,
2007,2015,ºÏ°¡ÁÂµ¿,"14,000",¿µ±¤ºô¶ó,2,0,22,43.06,383-13,11410,3
2002,2015,ºÏ°¡ÁÂµ¿,"9,000",(296-17),2,0,23,41.15,296-17,11410,2
1991,2015,ºÏ°¡ÁÂµ¿,"13,000",»ïÈ­ºô¶ó,2,0,24,64.17,350-5,11410,1
1993,2015,ºÏ°¡ÁÂµ¿,"8,500",±×¸°ºô¶ó,2,0,24,65.46,350-3,11410,
2002,2015,ºÏ°¡ÁÂµ¿,"5,000",»ï¼º¾ÆÆ®ºô,2,50,24,77.14,340-3,11410,4
1997,2015,ºÏ°¡ÁÂµ¿,500,(75-30),2,35,24,31.54,75-30,11410,
2002,2015,ºÏ°¡ÁÂµ¿,"10,000",¼ºÀº¾ÆÆ®¸Ç¼Ç,2,0,24,42.18,75-29,11410,2
2002,2015,ºÏ°¡ÁÂµ¿,"13,000",ÇÑÁø±×¶ûºô,2,0,25,113.58,2-43,11410,3
1982,2015,ºÏ°¡ÁÂµ¿,"2,000",½ÅÃÌ(Bµ¿),2,50,25,76.69,370-7,11410,1
1982,2015,ºÏ°¡ÁÂµ¿,"3,000",½ÅÃÌ(Aµ¿),2,50,25,72.4,370-8,11410,2
2010,2015,ºÏ°¡ÁÂµ¿,"8,000",½ÅÀÏ¾ÆÆ®ºô,2,0,25,38.01,274-13,11410,4
2006,2015,ºÏ°¡ÁÂµ¿,"18,000",Á¤¿ìÇÏÀÌºô,2,0,26,77.7,380-17,11410,3
1983,2015,ºÏ°¡ÁÂµ¿,"14,000",Çö´ëºô¶ó(³ªµ¿(5-129)),2,0,27,113.12,5-129,11410,3
1994,2015,ºÏ°¡ÁÂµ¿,"9,000",¹é¸íÇÏÀÌÃ÷ºô¶ó°¡,2,0,27,60.87,5-169,11410,2
1994,2015,ºÏ°¡ÁÂµ¿,"9,500",¹é¸íÇÏÀÌÃ÷ºô¶ó°¡,2,0,27,60.87,5-169,11410,2
1986,2015,ºÏ°¡ÁÂµ¿,"5,000",¹®È­ºô¶óB,2,33,28,50.04,368-12,11410,1
2015,2015,ºÏ°¡ÁÂµ¿,"17,000",À§»ê·º½ººô(2-11),2,0,28,55.61,2-11,11410,3
2013,2015,³²°¡ÁÂµ¿,"1,000",¸íÁöÇÏ¿ì½º(324-28),2,50,1,15.6,324-28,11410,2
2012,2015,³²°¡ÁÂµ¿,500,µå¸²Ä³½½5,2,43,2,15.7,326-20,11410,2
2012,2015,³²°¡ÁÂµ¿,500,µå¸²Ä³½½3,2,45,2,14.52,322-13,11410,2
2012,2015,³²°¡ÁÂµ¿,500,(374-1),2,40,4,21,374-1,11410,2
2003,2015,³²°¡ÁÂµ¿,"7,000",(332-2),2,30,6,58.86,332-2,11410,2
2012,2015,³²°¡ÁÂµ¿,500,¹Ð·¹´Ï¾ö,2,35,6,13.27,329-19,11410,3
2010,2015,³²°¡ÁÂµ¿,"2,000",´ë¿¬ÇÏÀÌºô,2,50,8,36.92,347-5,11410,5
1986,2015,³²°¡ÁÂµ¿,"8,000",(5-104),2,0,10,59.96,5-104,11410,2
2015,2015,³²°¡ÁÂµ¿,"1,000",½ÂÀÌÁöHOUSE,2,60,10,26.03,8-17,11410,4
2004,2015,³²°¡ÁÂµ¿,"3,800",(326-19),2,0,12,19.63,326-19,11410,4
2002,2015,³²°¡ÁÂµ¿,"6,000",RENT HOUSE,2,0,16,17,340-14,11410,
2004,2015,³²°¡ÁÂµ¿,"7,500",°ÅÇ³3,2,12,17,24.78,5-233,11410,3
2012,2015,³²°¡ÁÂµ¿,"1,000",ÇÏ´Ãµå¸®¿ò,2,43,20,13.86,343-45,11410,3
2003,2015,³²°¡ÁÂµ¿,"10,000",(330-10),2,0,21,48.8,330-10,11410,2
2012,2015,³²°¡ÁÂµ¿,500,µå¸²Ä³½½3,2,50,22,17.28,322-13,11410,4
2013,2015,³²°¡ÁÂµ¿,"1,000",¸íÁöÇÏ¿ì½º(324-28),2,40,26,13.34,324-28,11410,2
2013,2015,³²°¡ÁÂµ¿,"1,000",(324-38),2,45,26,16.2,324-38,11410,3
1989,2015,ÃæÁ¤·Î3°¡,"1,000",(32-51),3,50,2,41.23,32-51,11410,-1
1984,2015,ÃæÁ¤·Î3°¡,"18,000",µ¿º¸ºô¶ó,3,0,10,179.52,8-1,11410,2
2001,2015,ÃæÁ¤·Î3°¡,"11,000",ÇÑºôÁÖÅÃ,3,0,14,35.41,3-108,11410,2
1984,2015,ÃæÁ¤·Î3°¡,"16,000",µ¿º¸ºô¶ó,3,0,20,113.52,8-1,11410,2
2003,2015,ÃæÁ¤·Î3°¡,"21,500",ÇÑ¾çÈ¨Å¸¿î,3,0,21,68.91,3-63,11410,2
1994,2015,Ãµ¿¬µ¿,"15,500",(120-2),3,0,25,55.77,120-2,11410,1
1995,2015,Ãµ¿¬µ¿,"7,000",(120-39),3,0,30,45.18,120-39,11410,3
2005,2015,¿ÁÃµµ¿,"1,500",»ïÈ£ºô¶ó,3,45,24,18.15,45-5,11410,3
2003,2015,ºÏ¾ÆÇöµ¿,"5,000",¹Ì°¡ºô,3,40,2,29.11,1-111,11410,2
1995,2015,ºÏ¾ÆÇöµ¿,"17,000",µ¿¾Æ¾ÆÆ®¸Ç¼Ç,3,0,3,76.4,1-93,11410,3
2010,2015,ºÏ¾ÆÇöµ¿,"13,000",»ó¿øºô,3,0,5,67.52,1-76,11410,
2001,2015,ºÏ¾ÆÇöµ¿,"15,000",ÇÑ¾Æ¸§ºôBµ¿,3,0,6,48.05,1-1819,11410,4
1995,2015,ºÏ¾ÆÇöµ¿,500,(45-3),3,44,8,20.67,45-3,11410,3
1991,2015,ºÏ¾ÆÇöµ¿,"1,000",¹ü¹Îºô¶ó,3,40,10,49.78,1-170,11410,
1994,2015,ºÏ¾ÆÇöµ¿,"25,000",È£¼ºÆÄÅ©ºô¶ó,3,0,10,110.5,1-63,11410,3
2007,2015,ºÏ¾ÆÇöµ¿,"6,000",ÇÑ¼º¾ÆÆ®ºô,3,0,12,22.6,1-83,11410,4
2003,2015,ºÏ¾ÆÇöµ¿,"19,000",Ãß°è¾ÆÆ®ºôA,3,0,12,65.31,1-433,11410,4
1996,2015,ºÏ¾ÆÇöµ¿,"13,000",°ñµçºô,3,0,12,46.8,187-5,11410,2
2007,2015,ºÏ¾ÆÇöµ¿,"16,000",ºÏ¾ÆÇöµ¿º£½ºÆ®ºô,3,0,13,55.71,1-31,11410,2
1978,2015,ºÏ¾ÆÇöµ¿,"8,000",(113-25),3,0,14,64.3,113-25,11410,2
2012,2015,ºÏ¾ÆÇöµ¿,"4,000",(1-54),3,60,14,54.01,1-54,11410,2
1993,2015,ºÏ¾ÆÇöµ¿,"6,500",(758-3),3,0,16,38.84,758-3,11410,
2002,2015,ºÏ¾ÆÇöµ¿,"11,000",(121-24),3,0,16,42.61,121-24,11410,1
2000,2015,ºÏ¾ÆÇöµ¿,"1,000",ÆÄÀÎºô¶ó,3,50,28,26.81,123-82,11410,2
1999,2015,ºÏ¾ÆÇöµ¿,"20,000",(129-75),3,0,31,67.32,129-75,11410,5
2007,2015,ºÏ¾ÆÇöµ¿,"14,000",ºÏ¾ÆÇöµ¿º£½ºÆ®ºô,3,0,31,49.65,1-31,11410,3
1999,2015,ºÏ¾ÆÇöµ¿,"23,000",(129-75),3,0,31,67.32,129-75,11410,5
1991,2015,È«Á¦µ¿,500,(272-8),3,20,1,36.57,272-8,11410,1
1976,2015,È«Á¦µ¿,"11,000",(361-11),3,0,3,45.22,361-11,11410,2
1976,2015,È«Á¦µ¿,"11,000",(361-11),3,0,3,45.22,361-11,11410,2
2012,2015,È«Á¦µ¿,"20,000",È«Á¦ÇÏÀÌºô,3,0,5,50.26,312-235,11410,1
1986,2015,È«Á¦µ¿,"8,000",(267-140),3,0,6,37.62,267-140,11410,1
1991,2015,È«Á¦µ¿,"2,000",¼ºÁøºô¶ó,3,60,6,49.62,315-43,11410,1
1999,2015,È«Á¦µ¿,"5,000",»ï¼º±×¸°ºô,3,70,8,99.26,270-50,11410,
2013,2015,È«Á¦µ¿,"2,000",(253-9),3,40,9,14.52,253-9,11410,4
1999,2015,È«Á¦µ¿,"1,000",(269-6),3,55,10,50.54,269-6,11410,
2003,2015,È«Á¦µ¿,"14,000",ÆÄÅ©ºô¶ó,3,0,10,84.97,5-41,11410,4
1993,2015,È«Á¦µ¿,"17,000",¹Ìµµºô¶ó,3,0,11,63.79,19-8,11410,1
2013,2015,È«Á¦µ¿,"16,500",ÀÌ¼öºô¶ó,3,0,11,53.73,274-117,11410,3
1987,2015,È«Á¦µ¿,"9,000",±Ý°­ºô¶ó,3,0,12,39.06,9-75,11410,
2003,2015,È«Á¦µ¿,"14,000",Àå¼º¸Ç¼Ç,3,0,12,70.76,271-4,11410,3
1985,2015,È«Á¦µ¿,"3,000",Ã»ÀÚ,3,60,12,85.6,322-2,11410,3
1991,2015,È«Á¦µ¿,"16,000",Çö´ë±×·£µåºô¶ó,3,0,12,66.28,311-1,11410,3
1965,2015,È«Á¦µ¿,300,È«Á¦,3,20,14,21.55,312-35,11410,3
2002,2015,È«Á¦µ¿,"16,000",µå¸²ÇÏÀÌÃ÷ºô,3,0,14,51.03,270-74,11410,4
1997,2015,È«Á¦µ¿,"7,000",·Î¾âºô¶óÆ®,3,70,14,76.35,104-32,11410,1
2002,2015,È«Á¦µ¿,"18,700",Æç¸®Ã÷ºô,3,0,14,63.74,312-22,11410,3
1992,2015,È«Á¦µ¿,"15,000",³²Çâºô¶ó,3,0,14,73.6,308-110,11410,3
1991,2015,È«Á¦µ¿,"12,000",Çö´ë±×¸°ºô¶ó,3,0,15,46.89,341-6,11410,3
1974,2015,È«Á¦µ¿,"10,000",°³³ª¸®ÁÖÅÃ,3,0,18,46.18,274-90,11410,1
1997,2015,È«Á¦µ¿,"12,000",¿¬¾Èºô¶óÆ®,3,0,18,50.61,312-77,11410,3
1980,2015,È«Á¦µ¿,"2,000",Á¦ÀÏÁÖÅÃ,3,55,20,52.73,266-3,11410,2
1997,2015,È«Á¦µ¿,"13,500",Àü¿øºô¶ó,3,0,21,79.63,10-9,11410,2
1991,2015,È«Á¦µ¿,"19,000",À¯ÇÑºô¶ó,3,0,25,78.06,6-30,11410,2
2003,2015,È«Á¦µ¿,"13,000",(285-8),3,0,25,45.29,285-8,11410,2
1965,2015,È«Á¦µ¿,200,È«Á¦,3,25,27,21.55,312-35,11410,1
1992,2015,È«Á¦µ¿,"7,000",ÀÎ¿Õºô¶ó,3,50,28,84.6,44-456,11410,1
1995,2015,È«Á¦µ¿,"7,000",(270-108),3,0,30,44.88,270-108,11410,
1993,2015,È«Á¦µ¿,"6,000",(122-25),3,0,31,32.46,122-25,11410,1
2012,2015,´ëÇöµ¿,"1,000",ÀÌÈ­¶û,3,55,11,15.3,53-33,11410,1
2002,2015,´ë½Åµ¿,"10,000",¼ö¸ñºô,3,30,1,51.59,124-23,11410,3
2003,2015,´ë½Åµ¿,"7,000",Çý¼ººô,3,50,7,41.76,136,11410,2
2004,2015,´ë½Åµ¿,"6,000",(128-1),3,0,9,48.81,128-1,11410,3
2002,2015,´ë½Åµ¿,"8,000",¼ö¸ñºô,3,0,16,28.72,124-23,11410,2
2002,2015,´ë½Åµ¿,"10,000",¼ö¸ñºô,3,40,24,57.83,124-23,11410,3
2013,2015,Ã¢Ãµµ¿,"10,000",Æ¼ÆÄ´Ï,3,0,1,18,68-51,11410,3
2003,2015,Ã¢Ãµµ¿,"17,000",´Ù¸ð¾Æ,3,0,2,51.33,191,11410,2
2001,2015,Ã¢Ãµµ¿,"9,500",±×¸°ºô,3,0,2,39.94,100-30,11410,3
2004,2015,Ã¢Ãµµ¿,"3,000",(339-0),3,45,2,28.32,339,11410,1
2002,2015,Ã¢Ãµµ¿,"20,000",¼­¸²,3,0,2,59.99,501-23,11410,1
2006,2015,Ã¢Ãµµ¿,"18,000",À²µµ±¹ÀÎ101µ¿,3,0,5,59.28,236-3,11410,1
1993,2015,Ã¢Ãµµ¿,"10,000",°Ç¿µºô¶ó,3,0,6,47.13,68-44,11410,
1991,2015,Ã¢Ãµµ¿,"12,000",¾ÆÆ®ºô¶ó,3,0,6,33.59,99-24,11410,3
2004,2015,Ã¢Ãµµ¿,"15,000",º£¸®Å¸½º¿ø·ëÅÚ,3,0,7,50.78,500-8,11410,5
2004,2015,Ã¢Ãµµ¿,"15,000",º£¸®Å¸½º¿ø·ëÅÚ,3,0,7,45.1,500-8,11410,5
2011,2015,Ã¢Ãµµ¿,"4,000",(90-47),3,30,8,12.25,90-47,11410,2
2011,2015,Ã¢Ãµµ¿,"4,000",(90-55),3,30,8,12.87,90-55,11410,2
2013,2015,Ã¢Ãµµ¿,"6,000",Æ¼ÆÄ´Ï,3,30,9,18.49,68-51,11410,3
2003,2015,Ã¢Ãµµ¿,"3,000",¾ÆÅ©·ÎÆú¸®½º,3,40,13,32.39,184,11410,3
2001,2015,Ã¢Ãµµ¿,"12,000",(281-0),3,0,13,36.98,281,11410,4
2003,2015,Ã¢Ãµµ¿,"17,000",´Ù¸ð¾Æ,3,0,14,51.33,191,11410,3
2011,2015,Ã¢Ãµµ¿,"1,000",(4-114),3,50,15,12.04,4-114,11410,2
2009,2015,Ã¢Ãµµ¿,"30,000",¼Ò·Îºô,3,0,17,68.3,100-71,11410,3
1991,2015,Ã¢Ãµµ¿,"13,000",½ÅÃÌºô¶ó3Â÷,3,0,18,51.04,4-34,11410,3
2011,2015,Ã¢Ãµµ¿,"3,000",(90-55),3,40,19,25,90-55,11410,
2013,2015,Ã¢Ãµµ¿,"8,500",Æ¼ÆÄ´Ï,3,15,20,18.25,68-51,11410,2
2012,2015,Ã¢Ãµµ¿,"1,000",¾ÆÆ®ºô¸®Áö2,3,63,25,19.08,369,11410,4
1982,2015,Ã¢Ãµµ¿,"15,000",(4-119),3,0,31,45.62,4-119,11410,3
1995,2015,¿¬Èñµ¿,"1,000",(121-11),3,80,1,40.1,121-11,11410,2
2004,2015,¿¬Èñµ¿,"10,000",ÀÌ½ºÅÏºô,3,30,2,51.42,218-23,11410,3
2000,2015,¿¬Èñµ¿,"9,000",±âÁ¤ºô¶ó,3,0,2,44.01,194-17,11410,1
1987,2015,¿¬Èñµ¿,"2,000",¿¬¼¼ÇÏÀÌÃ÷ºô¶ó,3,43,3,31.18,334-25,11410,1
2010,2015,¿¬Èñµ¿,"50,000",Á¤À±ºô¸®Áö,3,0,3,158.82,67-2,11410,2
1983,2015,¿¬Èñµ¿,"10,000",µ¿À¯ÁÖÅÃ,3,0,3,49.09,142-21,11410,3
1981,2015,¿¬Èñµ¿,"15,000",¿¬Èñ¿¬¸³,3,0,3,63.97,187-1,11410,2
2006,2015,¿¬Èñµ¿,500,È­ÀÌÆ®ºô(Aµ¿),3,70,4,31.99,48-63,11410,4
2010,2015,¿¬Èñµ¿,"25,000",¿À¼Çºô16 B,3,0,7,60.78,107-11,11410,4
1992,2015,¿¬Èñµ¿,"16,000",¿À¼ººô¶ó¿¬¸³ÁÖÅÃ,3,0,8,68.76,699,11410,
1991,2015,¿¬Èñµ¿,"20,000",»ï¿ìºô¶ó,3,0,9,69.31,48-7,11410,2
2003,2015,¿¬Èñµ¿,"10,000",(151-78),3,40,9,62.72,151-78,11410,3
2007,2015,¿¬Èñµ¿,"25,000",´ëÈ£ºô¶ó,3,0,10,59.87,138-19,11410,4
2005,2015,¿¬Èñµ¿,"13,000",¹Ýµµ¾ÆÆÄÅÚ,3,0,10,66.49,706-12,11410,1
1997,2015,¿¬Èñµ¿,"47,500",³«¿øºô¶ó,3,0,10,243.97,78-16,11410,2
2010,2015,¿¬Èñµ¿,"43,000",Á¤À±ºô¸®Áö,3,0,11,121.79,67-2,11410,3
2003,2015,¿¬Èñµ¿,"3,000",(121-2),3,40,11,34.59,121-2,11410,2
1986,2015,¿¬Èñµ¿,"8,000",(519-33),3,0,12,47.85,519-33,11410,2
1996,2015,¿¬Èñµ¿,800,(519-77),3,35,12,36.3,519-77,11410,3
1992,2015,¿¬Èñµ¿,500,»ó½Åºô¶óBµ¿,3,25,12,26.53,163-18,11410,-1
2011,2015,¿¬Èñµ¿,500,È­ÀÌÆ®ºô,3,55,13,18.36,43-1,11410,1
2005,2015,¿¬Èñµ¿,"15,000",½ÅÈ£ÇÏÀÌÃ÷ºôBµ¿,3,0,14,58.29,520-299,11410,5
2000,2015,¿¬Èñµ¿,"7,000",¿¬Èï°¡³ª¾Èºô¶ó(520-110),3,0,18,59.74,520-110,11410,4
1997,2015,¿¬Èñµ¿,"7,000",(86-9),3,50,18,49.64,86-9,11410,4
1990,2015,¿¬Èñµ¿,"2,000",(703-2),3,0,18,20.79,703-2,11410,
1995,2015,¿¬Èñµ¿,"8,000",½Å¼¼´ëÇÏÀÌºô,3,0,19,22.8,446-282,11410,2
1985,2015,¿¬Èñµ¿,"18,000",µ¿Áøºô¶ó,3,0,20,65.07,141-34,11410,1
1994,2015,¿¬Èñµ¿,"5,000",°ÅºØÇÏÀÌÃ÷,3,130,20,121.47,77-7,11410,1
1991,2015,¿¬Èñµ¿,"20,000",»ï¿ìºô¶ó,3,0,21,133.23,48-7,11410,1
2002,2015,¿¬Èñµ¿,"2,000",ÁÒÀÌºô,3,60,22,39.28,107-5,11410,3
2010,2015,¿¬Èñµ¿,"45,000",Á¤À±ºô¸®Áö,3,0,22,121.79,67-2,11410,4
2007,2015,¿¬Èñµ¿,"15,000",¿ì¸®È¨Å¸¿î,3,30,23,54.93,275-1,11410,1
1983,2015,¿¬Èñµ¿,"7,000",¿¬ÈñÅ¸¿î,3,0,24,50.88,177-4,11410,3
1999,2015,¿¬Èñµ¿,"20,000",(1-10),3,0,24,84.69,1-10,11410,3
2004,2015,¿¬Èñµ¿,"4,000",½Ã¾Æ·çºñ¿ò,3,70,24,51.37,78-4,11410,4
1986,2015,¿¬Èñµ¿,"1,000",(219-12),3,50,24,43.29,219-12,11410,1
1991,2015,¿¬Èñµ¿,"20,000",»ï¿ìºô¶ó,3,0,26,64.76,48-7,11410,2
1995,2015,¿¬Èñµ¿,"1,000",(121-11),3,55,26,40.1,121-11,11410,
2000,2015,¿¬Èñµ¿,"12,000",(520-78),3,0,27,53.44,520-78,11410,1
1994,2015,¿¬Èñµ¿,"10,000",°ÅºØÇÏÀÌÃ÷,3,100,28,121.47,77-7,11410,
1985,2015,¿¬Èñµ¿,"17,000",µ¿Áøºô¶ó,3,20,28,90.18,141-34,11410,1
1992,2015,¿¬Èñµ¿,"13,000",°ÅÆòºô¶ó,3,0,28,84,186-4,11410,1
2007,2015,¿¬Èñµ¿,"7,500",ºê¶ó¿î½ºÅæ¿¬Èñ,3,0,28,12.84,194-30,11410,2
2004,2015,¿¬Èñµ¿,"8,000",ÀÌ½ºÅÏºô,3,30,30,51.42,218-23,11410,4
1991,2015,¿¬Èñµ¿,"13,000",(138-14),3,0,31,41.7,138-14,11410,2
2014,2015,È«Àºµ¿,"3,000",(421-12),3,30,1,23.16,421-12,11410,4
1996,2015,È«Àºµ¿,"10,000",(277-53),3,0,2,49.14,277-53,11410,1
1991,2015,È«Àºµ¿,"7,000","Ã»±¸±×¸°ºô¶ó(A,Bµ¿)",3,0,2,58.09,10-233,11410,1
1985,2015,È«Àºµ¿,"9,500",Á¾°Çºô¶ó(´Ùµ¿),3,0,3,71.33,9-708,11410,3
1992,2015,È«Àºµ¿,"6,500",ÀºÇÏºô¶ó(Bµ¿),3,0,3,42.57,14-17,11410,3
2001,2015,È«Àºµ¿,"2,000",È«Àº°ñµçºô-1,3,55,4,45.02,396-20,11410,4
2003,2015,È«Àºµ¿,"15,000",ºä55,3,100,4,127.09,277-55,11410,4
2002,2015,È«Àºµ¿,"10,500",È«Àº¸®Ã÷ºô,3,0,6,42.67,190-7,11410,4
1993,2015,È«Àºµ¿,"3,000",ÀºÇàÇÏÀÌÃ÷ºô¶ó,3,20,7,54.31,265-208,11410,1
1987,2015,È«Àºµ¿,"13,500",±ÝÈ£,3,0,8,57.6,355,11410,3
2014,2015,È«Àºµ¿,"4,000",Ã¤¿òºô¸®Áö,3,60,10,47.76,412-21,11410,3
2014,2015,È«Àºµ¿,"16,000",»þ¸£¸Á¸ÞÁ¾,3,0,11,37.38,397-33,11410,6
1990,2015,È«Àºµ¿,"15,000",È­¼ºÇÏ¿ì½º,3,0,11,59.59,268-2,11410,2
2003,2015,È«Àºµ¿,500,È­ÀÌÆ®ºô7,3,48,11,27.02,265-72,11410,3
1979,2015,È«Àºµ¿,"5,000",(172-5),3,0,11,58.84,172-5,11410,2
1986,2015,È«Àºµ¿,"4,000",(265-82),3,0,12,51.45,265-82,11410,-1
1992,2015,È«Àºµ¿,"5,000",(414-28),3,0,14,43.14,414-28,11410,-1
1992,2015,È«Àºµ¿,"11,000",¼ö¼ººô¶ó,3,0,16,52.6,11-819,11410,3
1993,2015,È«Àºµ¿,"5,000",(277-87),3,0,16,57.12,277-87,11410,-1
1994,2015,È«Àºµ¿,"15,000","¿ø¹Ìºô¶ó(°¡,³ªµ¿)",3,0,16,78.36,11-439,11410,4
1993,2015,È«Àºµ¿,"5,000",½ºÀ§½ººô¸®Áö,3,100,18,81.64,208-2,11410,4
1980,2015,È«Àºµ¿,"11,000",Àå¹Ì°¡µçºô¶ó,3,0,18,83.64,265-319,11410,2
1987,2015,È«Àºµ¿,"11,000",(9-510),3,0,20,58.65,9-510,11410,2
2003,2015,È«Àºµ¿,"10,000",ÇÑºûÇÏÀÌÃ÷(Bµ¿),3,0,21,53.13,265-147,11410,5
1992,2015,È«Àºµ¿,"2,000",³ªÀººô¶ó(Cµ¿),3,40,21,57.06,265-155,11410,1
2014,2015,È«Àºµ¿,"15,000",Ã¤¿òºô¸®Áö,3,40,22,40.59,412-21,11410,4
2013,2015,È«Àºµ¿,"14,500",ÇÊÇÏ¿ì½º,3,0,26,49.39,402-26,11410,6
1991,2015,È«Àºµ¿,"8,000","È¿¼ººô¶ó(°¡,³ªµ¿)",3,0,26,47.25,189-11,11410,1
1995,2015,È«Àºµ¿,"22,000",ºÏ¾Ç±×¸°¸Ç¼Ç,3,0,27,74.55,5-88,11410,3
1987,2015,È«Àºµ¿,"4,000",Çö´ë°ñµçºô¶ó,3,60,28,50.28,352-4,11410,2
2002,2015,È«Àºµ¿,"8,000",½ºÀ§½º±×¸°ºô(1µ¿),3,0,29,51.58,190-13,11410,3
1987,2015,È«Àºµ¿,"9,000",Ç³Áøºô¶ó,3,0,29,58.47,11-980,11410,1
1996,2015,È«Àºµ¿,"28,000",Çö´ëÁÖÅÃ,3,0,31,145.17,206-1,11410,4
1992,2015,ºÏ°¡ÁÂµ¿,"10,000",´Ù¿ìºô¶ó,3,0,1,61.88,5-45,11410,3
1982,2015,ºÏ°¡ÁÂµ¿,"2,000",½ÅÇ³,3,45,1,47.44,1-3,11410,2
1993,2015,ºÏ°¡ÁÂµ¿,"16,000",ÇÑ¸¶À½ºô¶ó,3,0,2,68.54,288-10,11410,1
2007,2015,ºÏ°¡ÁÂµ¿,"9,000",¼¼Á¾ºô¸®Áö2Â÷(3-109),3,0,2,37.43,3-109,11410,4
1982,2015,ºÏ°¡ÁÂµ¿,"2,000",½ÅÇ³,3,40,2,47.44,1-3,11410,2
